"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithIdStartingWithNumber","buildConfigurationCanNotBeCreatedWithIdStartingWithNumber",""
"broken","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","createUserAndLogin","createUserAndLogin",""
"passed","Sat Jun 01 16:13:07 GMT 2024","Sat Jun 01 16:13:07 GMT 2024","20","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutName","projectCanNotBeCreatedWithoutName",""
"skipped","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 16:13:02 GMT 2024","Sat Jun 01 16:13:02 GMT 2024","71","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithLongName","projectCanBeCreatedWithLongName",""
"broken","Sat Jun 01 16:12:48 GMT 2024","Sat Jun 01 16:12:50 GMT 2024","2100","Surefire suite","Surefire test","com.example.teamcity.api.BaseTest","com.example.teamcity.api.BaseTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 16:13:03 GMT 2024","Sat Jun 01 16:13:03 GMT 2024","32","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortName","projectCanBeCreatedWithShortName",""
"skipped","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithoutName","buildConfigurationCanNotBeCreatedWithoutName",""
"broken","Sat Jun 01 16:13:04 GMT 2024","Sat Jun 01 16:13:04 GMT 2024","40","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","canNotCreateTwoProjectsWithTheSameName","canNotCreateTwoProjectsWithTheSameName",""
"broken","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:02 GMT 2024","68","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithIdUpTo225Symbols","projectCanBeCreatedWithIdUpTo225Symbols",""
"skipped","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","2","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","twoBuildConfigurationsCanBeCreatedInOneProject","twoBuildConfigurationsCanBeCreatedInOneProject",""
"passed","Sat Jun 01 16:13:07 GMT 2024","Sat Jun 01 16:13:07 GMT 2024","11","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithoutLocator","projectCanNotBeCreatedWithoutLocator",""
"skipped","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectAsSubproject","authorizedUserShouldBeAbleCreateNewProjectAsSubproject",""
"passed","Sat Jun 01 16:13:05 GMT 2024","Sat Jun 01 16:13:05 GMT 2024","40","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithIdMoreThen225Symbols","projectCanNotBeCreatedWithIdMoreThen225Symbols",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithNameEqualsId","buildConfigurationCanBeCreatedWithNameEqualsId",""
"skipped","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","prepareTestData","prepareTestData",""
"skipped","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedWithoutProject","buildConfigurationCanNotBeCreatedWithoutProject",""
"skipped","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","0","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","emptyRequiredFieldsCauseErrorsOnProjectCreation","emptyRequiredFieldsCauseErrorsOnProjectCreation",""
"skipped","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","buildConfigurationCanNotBeCreatedInNonExistingProject","buildConfigurationCanNotBeCreatedInNonExistingProject",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects","twoBuildConfigurationsWithTheSameNameCanBeCreatedInDifferentProjects",""
"passed","Sat Jun 01 16:13:06 GMT 2024","Sat Jun 01 16:13:06 GMT 2024","29","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithNonExistingLocator","projectCanNotBeCreatedWithNonExistingLocator",""
"skipped","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","1","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 16:13:08 GMT 2024","Sat Jun 01 16:13:08 GMT 2024","25","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithIdUpTo225Symbols","buildConfigurationCanBeCreatedWithIdUpTo225Symbols",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithShortId","buildConfigurationCanBeCreatedWithShortId",""
"broken","Sat Jun 01 16:13:08 GMT 2024","Sat Jun 01 16:13:08 GMT 2024","34","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"broken","Sat Jun 01 16:13:09 GMT 2024","Sat Jun 01 16:13:09 GMT 2024","179","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","1","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"skipped","Sat Jun 01 16:13:19 GMT 2024","Sat Jun 01 16:13:19 GMT 2024","1","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigTest","com.example.teamcity.ui.CreateNewBuildConfigTest","emptyRequiredFieldsCauseErrorsOnBuildConfigCreation","emptyRequiredFieldsCauseErrorsOnBuildConfigCreation",""
"broken","Sat Jun 01 16:13:04 GMT 2024","Sat Jun 01 16:13:04 GMT 2024","55","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","canNotCreateTwoProjectsWithTheSameId","canNotCreateTwoProjectsWithTheSameId",""
"broken","Sat Jun 01 16:13:03 GMT 2024","Sat Jun 01 16:13:03 GMT 2024","26","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 16:13:07 GMT 2024","Sat Jun 01 16:13:07 GMT 2024","28","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","enablePerProjectPermissions","enablePerProjectPermissions",""
"broken","Sat Jun 01 16:13:03 GMT 2024","Sat Jun 01 16:13:03 GMT 2024","35","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithShortId","projectCanBeCreatedWithShortId",""
"broken","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","70","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithAsSubprojectToAnotherProject","projectCanBeCreatedWithAsSubprojectToAnotherProject",""
"skipped","Sat Jun 01 16:13:01 GMT 2024","Sat Jun 01 16:13:01 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationNegativeTest","com.example.teamcity.api.BuildConfigurationNegativeTest","canNotCreateTwoBuildConfigurationsWithTheSameNameInOneProject","canNotCreateTwoBuildConfigurationsWithTheSameNameInOneProject",""
"broken","Sat Jun 01 16:13:02 GMT 2024","Sat Jun 01 16:13:02 GMT 2024","46","API Suite","API Test","com.example.teamcity.api.CreateProjectPositiveTest","com.example.teamcity.api.CreateProjectPositiveTest","projectCanBeCreatedWithNameEqualsId","projectCanBeCreatedWithNameEqualsId",""
"passed","Sat Jun 01 16:13:05 GMT 2024","Sat Jun 01 16:13:05 GMT 2024","15","API Suite","API Test","com.example.teamcity.api.CreateProjectNegativeTest","com.example.teamcity.api.CreateProjectNegativeTest","projectCanNotBeCreatedWithIdStartingWithNumber","projectCanNotBeCreatedWithIdStartingWithNumber",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","0","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationWithStepsCanBeCreated","buildConfigurationWithStepsCanBeCreated",""
"skipped","Sat Jun 01 16:13:00 GMT 2024","Sat Jun 01 16:13:00 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.BuildConfigurationPositiveTest","com.example.teamcity.api.BuildConfigurationPositiveTest","buildConfigurationCanBeCreatedWithShortName","buildConfigurationCanBeCreatedWithShortName",""
